"","Strategy","Stock","StartTime","price","Target","StopLoss","initial_sign","achieved_ts","hit_price","final_sign","price_diff","QTY","corrected_capital","time_diff"
"1","Sweths Violation","%5ENSEI","2015-01-09T09:35:00+0530",8283.45,8200.6155,8366.2845,-1,"2015-01-09T12:05:00+0530","8191.1",1,92.35,121,111174.35,150
"2","Sweths Violation","%5ENSEI","2015-01-19T11:25:00+0530",8551.2,8465.688,8636.712,-1,"2015-01-20T13:40:00+0530","8642.95",1,-91.75,130,99246.85,1575
"3","Sweths Violation","%5ENSEI","2015-01-23T10:20:00+0530",8820.35,8732.1465,8908.5535,-1,"2015-01-27T15:00:00+0530","8911.65",1,-91.3,113,88929.95,6040
"4","Sweths Violation","%5ENSEI","2015-01-29T15:00:00+0530",8959.5,9049.095,8869.905,1,"2015-01-30T11:10:00+0530","8861.95",-1,-97.55,99,79272.5,1210
"5","Sweths Violation","%5ENSEI","2015-02-05T09:40:00+0530",8742.7,8830.127,8655.273,1,"2015-02-05T14:00:00+0530","8832.85",-1,90.15,91,87476.15,260
"6","Sweths Violation","%5ENSEI","2015-02-19T10:30:00+0530",8882,8793.18,8970.82,-1,"2015-02-23T14:05:00+0530","8782.55",1,99.45,98,97222.25,5975
"7","Sweths Violation","%5ENSEI","2015-03-16T09:55:00+0530",8633.15,8546.8185,8719.4815,-1,"2015-03-17T10:05:00+0530","8722.95",1,-89.8,113,87074.85,1450
"8","Sweths Violation","%5ENSEI","2015-03-17T09:55:00+0530",8695.8,8782.758,8608.842,1,"2015-03-19T09:35:00+0530","8783.4",-1,87.6,100,95834.85,2860
"9","Sweths Violation","%5ENSEI","2015-04-06T13:45:00+0530",8625.25,8711.5025,8538.9975,1,"2015-04-08T09:25:00+0530","8711.95",-1,86.7,111,105458.55,2620
"10","Sweths Violation","%5ENSEI","2015-04-13T12:10:00+0530",8805.3,8893.353,8717.247,1,"2015-04-16T10:05:00+0530","8706.8",-1,-98.5,120,93638.55,4195
"11","Sweths Violation","%5ENSEI","2015-04-23T09:40:00+0530",8486.9,8571.769,8402.031,1,"2015-04-23T10:55:00+0530","8399.2",-1,-87.7,110,83991.55,75
"12","Sweths Violation","%5ENSEI","2015-05-14T15:15:00+0530",8234.5,8316.845,8152.155,1,"2015-05-18T09:50:00+0530","8319.85",-1,85.35,102,92697.25,5435
"13","Sweths Violation","%5ENSEI","2015-05-28T09:35:00+0530",8342.75,8259.3225,8426.1775,-1,"2015-05-29T14:45:00+0530","8427.2",1,-84.45,111,83323.3,1750
"14","Sweths Violation","%5ENSEI","2015-06-23T10:10:00+0530",8389.6,8473.496,8305.704,1,"2015-06-29T09:15:00+0530","8218.1",-1,-171.5,99,66344.8,8585
"15","Sweths Violation","%5ENSEI","2015-06-29T13:05:00+0530",8249.1,8331.591,8166.609,1,"2015-06-30T09:15:00+0530","8351.75",-1,102.65,80,74556.8,1210
"16","Sweths Violation","%5ENSEI","2015-06-30T09:35:00+0530",8312.8,8229.672,8395.928,-1,"2015-07-01T09:35:00+0530","8404.3",1,-91.5,90,66321.8,1440
"17","Sweths Violation","%5ENSEI","2015-07-13T12:30:00+0530",8417.1,8501.271,8332.929,1,"2015-07-15T09:30:00+0530","8501.4",-1,84.3,79,72981.5,2700
"18","Sweths Violation","%5ENSEI","2015-07-14T14:00:00+0530",8473.9,8558.639,8389.161,1,"2015-07-16T09:15:00+0530","8559.65",-1,85.75,86,80356,2595
"19","Sweths Violation","%5ENSEI","2015-08-13T12:10:00+0530",8363.4,8279.766,8447.034,-1,"2015-08-14T11:00:00+0530","8457.2",1,-93.8,96,71351.2,1370
"20","Sweths Violation","%5ENSEI","2015-08-19T10:40:00+0530",8473.2,8557.932,8388.468,1,"2015-08-20T14:25:00+0530","8380.1",-1,-93.1,84,63530.8,1665
"21","Sweths Violation","%5ENSEI","2015-08-21T14:50:00+0530",8299.8,8382.798,8216.802,1,"2015-08-24T09:15:00+0530","7992.7",-1,-307.1,77,39884.1,3985
"22","Sweths Violation","%5ENSEI","2015-09-10T10:55:00+0530",7722.4,7799.624,7645.176,1,"2015-09-10T15:15:00+0530","7801.7",-1,79.3,52,44007.7,260
"23","Sweths Violation","%5ENSEI","2015-10-13T09:35:00+0530",8121.35,8040.1365,8202.5635,-1,"2015-10-16T14:15:00+0530","8217.9",1,-96.55,54,38794,4600
"24","Sweths Violation","%5ENSEI","2015-10-19T12:30:00+0530",8265.45,8348.1045,8182.7955,1,"2015-10-28T09:15:00+0530","8182.3",-1,-83.15,47,34885.95,12765
"25","Sweths Violation","%5ENSEI","2015-10-20T10:10:00+0530",8283.05,8365.8805,8200.2195,1,"2015-10-28T09:15:00+0530","8182.3",-1,-100.75,42,30654.45,11465
"26","Sweths Violation","%5ENSEI","2015-10-28T12:55:00+0530",8174.75,8093.0025,8256.4975,-1,"2015-10-30T14:00:00+0530","8086.35",1,88.4,37,33925.25,2945
"27","Sweths Violation","%5ENSEI","2015-11-06T10:15:00+0530",7937.65,7858.2735,8017.0265,-1,"2015-11-09T09:15:00+0530","7772.8",1,164.85,43,41013.8,4260
"28","Sweths Violation","%5ENSEI","2015-11-13T09:40:00+0530",7763.85,7841.4885,7686.2115,1,"2015-11-17T09:15:00+0530","7848.75",-1,84.9,53,45513.5,5735
"29","Sweths Violation","%5ENSEI","2015-11-17T14:10:00+0530",7856.55,7935.1155,7777.9845,1,"2015-11-18T13:15:00+0530","7773.95",-1,-82.6,58,40722.7,1385
"30","Sweths Violation","%5ENSEI","2015-11-18T12:20:00+0530",7813.3,7735.167,7891.433,-1,"2015-11-18T14:15:00+0530","7734.15",1,79.15,52,44838.5,115
