"","Strategy","Stock","StartTime","price","Target","StopLoss","initial_sign","achieved_ts","hit_price","final_sign","price_diff","QTY","corrected_capital","time_diff"
"1","Reds Rocket","%5ENSEI","2015-03-12T09:20:00+0530",8756.8,8806.8,8606.8,1,"2015-03-13T09:15:00+0530","8844.05",-1,87.25,100,108725,1435
"2","Reds Rocket","%5ENSEI","2015-05-15T09:15:00+0530",8260.55,8310.55,8110.55,1,"2015-05-18T09:25:00+0530","8314.35",-1,53.8,109,114589.2,4330
"3","Reds Rocket","%5ENSEI","2015-07-03T09:35:00+0530",8479.75,8529.75,8329.75,1,"2015-07-06T15:10:00+0530","8532.1",-1,52.35,115,120609.45,4655
"4","Reds Rocket","%5ENSEI","2015-07-30T09:15:00+0530",8415.8,8465.8,8265.8,1,"2015-07-31T09:15:00+0530","8474.3",-1,58.5,121,127687.95,1440
"5","Reds Rocket","%5ENSEI","2015-08-10T09:20:00+0530",8597.2,8647.2,8447.2,1,"2015-08-11T14:10:00+0530","8442.4",-1,-154.8,128,107873.55,1730
"6","Reds Rocket","%5ENSEI","2015-08-14T11:00:00+0530",8457.1,8507.1,8307.1,1,"2015-08-14T12:45:00+0530","8509.65",-1,52.55,108,113548.95,105
"7","Reds Rocket","%5ENSEI","2015-09-04T09:25:00+0530",7751.5,7701.5,7901.5,-1,"2015-09-04T09:35:00+0530","7686.2",1,65.3,114,120993.15,10
"8","Reds Rocket","%5ENSEI","2015-10-15T09:15:00+0530",8156.75,8206.75,8006.75,1,"2015-10-16T14:15:00+0530","8217.9",-1,61.15,121,128392.3,1740
"9","Reds Rocket","%5ENSEI","2016-01-11T09:15:00+0530",7506.45,7456.45,7656.45,-1,"2016-01-13T11:40:00+0530","7453.55",1,52.9,128,135163.5,3025
"10","Reds Rocket","%5ENSEI","2016-01-20T09:15:00+0530",7318.65,7268.65,7468.65,-1,"2016-01-20T14:00:00+0530","7261.3",1,57.35,135,142905.75,285
"11","Reds Rocket","%5ENSEI","2016-03-14T09:15:00+0530",7561.25,7611.25,7411.25,1,"2016-03-16T11:40:00+0530","7410.85",-1,-150.4,143,121398.55,3025
"12","Reds Rocket","%5ENSEI","2016-03-28T12:40:00+0530",7669.2,7619.2,7819.2,-1,"2016-03-28T14:20:00+0530","7619.1",1,50.1,121,127460.65,100
"13","Reds Rocket","%5ENSEI","2016-04-07T09:30:00+0530",7590.65,7540.65,7740.65,-1,"2016-04-07T15:10:00+0530","7538.25",1,52.4,127,134115.45,340
"14","Reds Rocket","%5ENSEI","2016-06-09T09:15:00+0530",8250.8,8200.8,8400.8,-1,"2016-06-09T14:00:00+0530","8198",1,52.8,134,141190.65,285
"15","Reds Rocket","%5ENSEI","2016-08-01T09:15:00+0530",8698.8,8748.8,8548.8,1,"2016-08-03T11:40:00+0530","8545.3",-1,-153.5,141,119547.15,3025
"16","Reds Rocket","%5ENSEI","2016-09-02T14:30:00+0530",8817.75,8867.75,8667.75,1,"2016-09-06T09:15:00+0530","8877.25",-1,59.5,120,126687.15,5445
"17","Reds Rocket","%5ENSEI","2016-09-29T09:15:00+0530",8793.05,8843.05,8643.05,1,"2016-09-29T12:30:00+0530","8615.6",-1,-177.45,127,104151,195
"18","Reds Rocket","%5ENSEI","2016-12-19T09:15:00+0530",8121.7,8071.7,8271.7,-1,"2016-12-20T12:15:00+0530","8071.2",1,50.5,104,109403,1620
"19","Reds Rocket","%5ENSEI","2017-01-05T09:15:00+0530",8231.2,8281.2,8081.2,1,"2017-01-05T15:05:00+0530","8282.55",-1,51.35,109,115000.15,350
"20","Reds Rocket","%5ENSEI","2017-01-20T10:25:00+0530",8402.25,8352.25,8552.25,-1,"2017-01-20T14:00:00+0530","8350.65",1,51.6,115,120934.15,215
"21","Reds Rocket","%5ENSEI","2017-01-31T09:15:00+0530",8605.95,8555.95,8755.95,-1,"2017-01-31T12:10:00+0530","8555.45",1,50.5,121,127044.65,175
"22","Reds Rocket","%5ENSEI","2017-02-06T09:15:00+0530",8786.1,8836.1,8636.1,1,"2017-02-17T09:15:00+0530","8885.9",-1,99.8,127,139719.25,15840
"23","Reds Rocket","%5ENSEI","2017-02-15T11:10:00+0530",8764.05,8714.05,8914.05,-1,"2017-02-15T13:40:00+0530","8713.05",1,51,140,146859.25,150
"24","Reds Rocket","%5ENSEI","2017-03-16T09:15:00+0530",9138.85,9188.85,8988.85,1,"2017-03-17T09:15:00+0530","9214.1",-1,75.25,147,157921,1440
"25","Reds Rocket","%5ENSEI","2017-05-31T13:30:00+0530",9636.15,9686.15,9486.15,1,"2017-06-05T11:50:00+0530","9686.15",-1,50,158,165821,7100
"26","Reds Rocket","%5ENSEI","2017-06-29T09:15:00+0530",9534.8,9584.8,9384.8,1,"2017-07-03T09:15:00+0530","9603.05",-1,68.25,166,177150.5,5760
"27","Reds Rocket","%5ENSEI","2017-07-06T09:15:00+0530",9643.95,9693.95,9493.95,1,"2017-07-06T14:00:00+0530","9695.35",-1,51.4,177,186248.3,285
"28","Reds Rocket","%5ENSEI","2017-07-13T09:15:00+0530",9874,9924,9724,1,"2017-07-17T14:40:00+0530","9924.05",-1,50.05,186,195557.6,6085
"29","Reds Rocket","%5ENSEI","2017-09-06T09:15:00+0530",9898.25,9848.25,10048.25,-1,"2017-09-12T09:15:00+0530","10056.85",1,-158.6,196,164472,8640
"30","Reds Rocket","%5ENSEI","2017-09-15T09:35:00+0530",10062.45,10012.45,10212.45,-1,"2017-09-22T10:15:00+0530","10011.85",1,50.6,164,172770.4,10120
"31","Reds Rocket","%5ENSEI","2017-09-21T09:50:00+0530",10132.8,10082.8,10282.8,-1,"2017-09-21T10:05:00+0530","10079.15",1,53.65,173,182051.85,15
"32","Reds Rocket","%5ENSEI","2018-02-22T09:30:00+0530",10345.6,10295.6,10495.6,-1,"2018-02-23T14:45:00+0530","10496.35",1,-150.75,182,154615.35,1755
"33","Reds Rocket","%5ENSEI","2018-03-16T09:15:00+0530",10313.65,10263.65,10463.65,-1,"2018-03-16T12:15:00+0530","10259",1,54.65,155,163086.1,180
"34","Reds Rocket","%5ENSEI","2018-04-20T09:40:00+0530",10545.3,10495.3,10695.3,-1,"2018-04-27T09:30:00+0530","10701.2",1,-155.9,163,137674.4,10070
"35","Reds Rocket","%5ENSEI","2018-06-19T09:15:00+0530",10761.75,10711.75,10911.75,-1,"2018-06-19T13:00:00+0530","10709.4",1,52.35,138,144898.7,225
"36","Reds Rocket","%5ENSEI","2018-07-04T11:50:00+0530",10714.15,10764.15,10564.15,1,"2018-07-04T14:25:00+0530","10766.2",-1,52.05,145,152445.95,155
"37","Reds Rocket","%5ENSEI","2018-10-10T09:55:00+0530",10399.8,10449.8,10249.8,1,"2018-10-10T11:30:00+0530","10455.35",-1,55.55,152,160889.55,95
"38","Reds Rocket","%5ENSEI","2018-11-06T09:15:00+0530",10575.65,10625.65,10425.65,1,"2018-11-12T09:15:00+0530","10628.85",-1,53.2,161,169454.75,8640
"39","Reds Rocket","%5ENSEI","2018-11-16T09:15:00+0530",10648.35,10698.35,10498.35,1,"2018-11-19T09:15:00+0530","10731.25",-1,82.9,169,183464.85,4320
"40","Reds Rocket","%5ENSEI","2018-12-17T09:15:00+0530",10871.75,10921.75,10721.75,1,"2018-12-19T09:15:00+0530","10955.1",-1,83.35,183,198717.9,2880
"41","Reds Rocket","%5ENSEI","2019-01-11T11:30:00+0530",10785.45,10735.45,10935.45,-1,"2019-01-14T09:20:00+0530","10729.6",1,55.85,199,209832.05,4190
"42","Reds Rocket","%5ENSEI","2019-02-25T09:15:00+0530",10823.35,10873.35,10673.35,1,"2019-02-25T15:05:00+0530","10881.05",-1,57.7,210,221949.05,350
"43","Reds Rocket","%5ENSEI","2019-03-01T09:20:00+0530",10869.9,10919.9,10719.9,1,"2019-03-05T13:00:00+0530","10920.6",-1,50.7,222,233204.45,5980
"44","Reds Rocket","%5ENSEI","2019-05-17T09:15:00+0530",11287.6,11337.6,11137.6,1,"2019-05-17T12:00:00+0530","11340.55",-1,52.95,233,245541.8,165
"45","Reds Rocket","%5ENSEI","2019-06-06T09:15:00+0530",11995.4,11945.4,12145.4,-1,"2019-06-06T11:40:00+0530","11943.45",1,51.95,246,258321.5,145
"46","Reds Rocket","%5ENSEI","2019-09-19T09:15:00+0530",10804.35,10754.35,10954.35,-1,"2019-09-19T10:15:00+0530","10752.7",1,51.65,258,271647.2,60
"47","Reds Rocket","%5ENSEI","2019-09-25T09:15:00+0530",11523.7,11473.7,11673.7,-1,"2019-09-25T10:30:00+0530","11466.3",1,57.4,272,287260,75
"48","Reds Rocket","%5ENSEI","2019-09-30T09:15:00+0530",11487.6,11437.6,11637.6,-1,"2019-09-30T09:35:00+0530","11430.75",1,56.85,287,303575.95,20
"49","Reds Rocket","%5ENSEI","2019-10-11T09:15:00+0530",11296.9,11346.9,11146.9,1,"2019-10-11T09:35:00+0530","11362.35",-1,65.45,304,323472.75,20
"50","Reds Rocket","%5ENSEI","2019-11-28T09:30:00+0530",12115,12165,11965,1,"2019-12-03T12:50:00+0530","11964.2",-1,-150.8,323,274764.35,7400
"51","Reds Rocket","%5ENSEI","2020-01-02T09:25:00+0530",12224.25,12274.25,12074.25,1,"2020-01-02T14:40:00+0530","12274.9",-1,50.65,275,288693.1,315
"52","Reds Rocket","%5ENSEI","2020-01-20T09:15:00+0530",12398.55,12448.55,12248.55,1,"2020-01-20T13:10:00+0530","12246.75",-1,-151.8,289,244822.9,235
"53","Reds Rocket","%5ENSEI","2020-04-15T09:15:00+0530",9159.05,9209.05,9009.05,1,"2020-04-15T09:50:00+0530","9211.8",-1,52.75,245,257746.65,35
"54","Reds Rocket","%5ENSEI","2020-05-08T09:15:00+0530",9338.65,9388.65,9188.65,1,"2020-05-11T09:20:00+0530","9389.05",-1,50.4,258,270749.85,4325
"55","Reds Rocket","%5ENSEI","2020-06-11T11:00:00+0530",10027.85,9977.85,10177.85,-1,"2020-06-11T13:30:00+0530","9970.35",1,57.5,271,286332.35,150
"56","Reds Rocket","%5ENSEI","2020-06-18T13:35:00+0530",10009.4,10059.4,9859.4,1,"2020-06-18T14:15:00+0530","10085.25",-1,75.85,286,308025.45,40
"57","Reds Rocket","%5ENSEI","2020-07-10T12:15:00+0530",10722.3,10672.3,10872.3,-1,"2020-07-13T09:20:00+0530","10873.65",1,-151.35,308,261409.65,4145
"58","Reds Rocket","%5ENSEI","2020-08-10T09:15:00+0530",11292.5,11342.5,11142.5,1,"2020-08-11T09:15:00+0530","11358.75",-1,66.25,261,278700.9,1440
"59","Reds Rocket","%5ENSEI","2020-10-01T09:15:00+0530",11369.25,11419.25,11219.25,1,"2020-10-01T11:35:00+0530","11420.3",-1,51.05,279,292943.85,140
"60","Reds Rocket","%5ENSEI","2020-10-14T09:20:00+0530",11880.75,11830.75,12030.75,-1,"2020-10-14T09:50:00+0530","11827.4",1,53.35,293,308575.4,30
"61","Reds Rocket","%5ENSEI","2021-03-23T09:15:00+0530",14795.95,14845.95,14645.95,1,"2021-03-23T10:50:00+0530","14866.65",-1,70.7,309,330421.7,95
"62","Reds Rocket","%5ENSEI","2021-03-30T09:15:00+0530",14635.4,14685.4,14485.4,1,"2021-03-30T09:30:00+0530","14699.25",-1,63.85,330,351492.2,15
"63","Reds Rocket","%5ENSEI","2021-04-01T13:15:00+0530",14816.65,14866.65,14666.65,1,"2021-04-01T14:40:00+0530","14867.4",-1,50.75,351,369305.45,85
"64","Reds Rocket","%5ENSEI","2021-05-06T09:15:00+0530",14650.25,14700.25,14500.25,1,"2021-05-06T12:50:00+0530","14714.4",-1,64.15,369,392976.8,215
"65","Reds Rocket","%5ENSEI","2021-06-25T09:15:00+0530",15822.25,15872.25,15672.25,1,"2021-06-28T09:15:00+0530","15915.35",-1,93.1,393,429565.1,4320
"66","Reds Rocket","%5ENSEI","2021-07-27T12:30:00+0530",15793.1,15743.1,15943.1,-1,"2021-07-27T13:00:00+0530","15743.05",1,50.05,430,451086.6,30
"67","Reds Rocket","%5ENSEI","2021-08-09T13:25:00+0530",16217.3,16167.3,16367.3,-1,"2021-08-11T11:15:00+0530","16162.8",1,54.5,451,475666.1,2750
"68","Reds Rocket","%5ENSEI","2021-09-13T10:00:00+0530",17286.3,17236.3,17436.3,-1,"2021-09-14T09:30:00+0530","17438.3",1,-152,476,403314.1,1410
"69","Reds Rocket","%5ENSEI","2021-10-08T09:15:00+0530",17865.6,17915.6,17715.6,1,"2021-10-08T10:25:00+0530","17936.65",-1,71.05,403,431947.25,70
"70","Reds Rocket","%5ENSEI","2021-12-02T09:15:00+0530",17225.45,17275.45,17075.45,1,"2021-12-02T09:40:00+0530","17277.05",-1,51.6,432,454238.45,25
"71","Reds Rocket","%5ENSEI","2021-12-13T09:15:00+0530",17625.7,17675.7,17475.7,1,"2021-12-13T12:20:00+0530","17470.9",-1,-154.8,454,383959.25,185
"72","Reds Rocket","%5ENSEI","2022-03-03T09:15:00+0530",16723.95,16773.95,16573.95,1,"2022-03-03T12:20:00+0530","16572.55",-1,-151.4,384,325821.65,185
"73","Reds Rocket","%5ENSEI","2022-03-14T10:55:00+0530",16711.2,16761.2,16561.2,1,"2022-03-14T11:40:00+0530","16762.7",-1,51.5,326,342610.65,45
"74","Reds Rocket","%5ENSEI","2022-06-16T09:15:00+0530",15844.8,15894.8,15694.8,1,"2022-06-16T11:05:00+0530","15689.05",-1,-155.75,343,289188.4,110
"75","Reds Rocket","%5ENSEI","2022-08-08T10:50:00+0530",17475.1,17525.1,17325.1,1,"2022-08-08T12:35:00+0530","17528.1",-1,53,289,304505.4,105
"76","Reds Rocket","%5ENSEI","2022-08-25T09:15:00+0530",17672.45,17722.45,17522.45,1,"2022-08-25T12:55:00+0530","17725",-1,52.55,305,320533.15,220
