,name,value,Check
10398,CE.lastPrice,0,FALSE
10399,CE.change,0,FALSE
10400,CE.pChange,0,TRUE
10401,CE.totalBuyQuantity,0,FALSE
10402,CE.totalSellQuantity,2400,FALSE
10403,CE.bidQty,0,FALSE
10404,CE.bidprice,0,FALSE
10405,CE.askQty,2400,FALSE
10406,CE.askPrice,2705.1,FALSE
10407,CE.underlyingValue,34415.45,FALSE
10408,strikePrice,32900,FALSE
10409,expiryDate,22-Jul-21,FALSE
10410,PE.strikePrice,32900,FALSE
10411,PE.expiryDate,22-Jul-21,FALSE
10412,PE.underlying,BANKNIFTY,FALSE
10413,PE.identifier,OPTIDXBANKNIFTY22-07-2021PE32900.00,FALSE
10414,PE.openInterest,2505,FALSE
10415,PE.changeinOpenInterest,1376,FALSE
10416,PE.pchangeinOpenInterest,121.8777679,FALSE
10417,PE.totalTradedVolume,31942,FALSE
10418,PE.impliedVolatility,28.63,FALSE
10419,PE.lastPrice,4,FALSE
10420,PE.change,-1.3,FALSE
10421,PE.pChange,-24.52830189,FALSE
10422,PE.totalBuyQuantity,158225,FALSE
10423,PE.totalSellQuantity,7250,FALSE
10424,PE.bidQty,200,FALSE
10425,PE.bidprice,3.05,FALSE
10426,PE.askQty,225,FALSE
10427,PE.askPrice,4.5,FALSE
10428,PE.underlyingValue,34415.45,FALSE
10429,CE.strikePrice,32900,FALSE
10430,CE.expiryDate,22-Jul-21,FALSE
10431,CE.underlying,BANKNIFTY,FALSE
10432,CE.identifier,OPTIDXBANKNIFTY22-07-2021CE32900.00,FALSE
10433,CE.openInterest,2,FALSE
10434,CE.changeinOpenInterest,1,FALSE
10435,CE.pchangeinOpenInterest,100,FALSE
10436,CE.totalTradedVolume,16,FALSE
10437,CE.impliedVolatility,44.83,FALSE
10438,CE.lastPrice,1576.85,FALSE
10439,CE.change,-1255.2,FALSE
10440,CE.pChange,-44.32125139,TRUE
10441,CE.totalBuyQuantity,13175,FALSE
10442,CE.totalSellQuantity,6450,FALSE
10443,CE.bidQty,25,FALSE
10444,CE.bidprice,1490.65,FALSE
10445,CE.askQty,100,FALSE
10446,CE.askPrice,1560.9,FALSE
10447,CE.underlyingValue,34415.45,FALSE
10448,strikePrice,32900,FALSE
10449,expiryDate,29-Jul-21,FALSE
10450,PE.strikePrice,32900,FALSE
10451,PE.expiryDate,29-Jul-21,FALSE
10452,PE.underlying,BANKNIFTY,FALSE
10453,PE.identifier,OPTIDXBANKNIFTY29-07-2021PE32900.00,FALSE
10454,PE.openInterest,260,FALSE
10455,PE.changeinOpenInterest,139,FALSE
10456,PE.pchangeinOpenInterest,114.8760331,FALSE
10457,PE.totalTradedVolume,1412,FALSE
10458,PE.impliedVolatility,25.01,FALSE
10459,PE.lastPrice,72.65,FALSE
10460,PE.change,46.4,FALSE
10461,PE.pChange,176.7619048,FALSE
10462,PE.totalBuyQuantity,16975,FALSE
10463,PE.totalSellQuantity,5475,FALSE
10464,PE.bidQty,75,FALSE
10465,PE.bidprice,66.4,FALSE
10466,PE.askQty,100,FALSE
10467,PE.askPrice,78.1,FALSE
10468,PE.underlyingValue,34415.45,FALSE
10469,CE.strikePrice,32900,FALSE
10470,CE.expiryDate,29-Jul-21,FALSE
10471,CE.underlying,BANKNIFTY,FALSE
10472,CE.identifier,OPTIDXBANKNIFTY29-07-2021CE32900.00,FALSE
10473,CE.openInterest,4,FALSE
10474,CE.changeinOpenInterest,0,FALSE
10475,CE.pchangeinOpenInterest,0,FALSE
10476,CE.totalTradedVolume,0,FALSE
10477,CE.impliedVolatility,0,FALSE
10478,CE.lastPrice,2357.95,FALSE
10479,CE.change,0,FALSE
10480,CE.pChange,0,TRUE
10481,CE.totalBuyQuantity,8125,FALSE
10482,CE.totalSellQuantity,5900,FALSE
10483,CE.bidQty,25,FALSE
10484,CE.bidprice,1539.4,FALSE
10485,CE.askQty,100,FALSE
10486,CE.askPrice,1703.15,FALSE
10487,CE.underlyingValue,34415.45,FALSE
10488,strikePrice,32900,FALSE
10489,expiryDate,18-Aug-21,FALSE
10490,CE.strikePrice,32900,FALSE
10491,CE.expiryDate,18-Aug-21,FALSE
10492,CE.underlying,BANKNIFTY,FALSE
10493,CE.identifier,OPTIDXBANKNIFTY18-08-2021CE32900.00,FALSE
10494,CE.openInterest,0,FALSE
10495,CE.changeinOpenInterest,0,FALSE
10496,CE.pchangeinOpenInterest,0,FALSE
10497,CE.totalTradedVolume,0,FALSE
10498,CE.impliedVolatility,0,FALSE
10499,CE.lastPrice,0,FALSE
10500,CE.change,0,FALSE
10501,CE.pChange,0,FALSE
10502,CE.totalBuyQuantity,2400,FALSE
10503,CE.totalSellQuantity,2400,FALSE
10504,CE.bidQty,2400,FALSE
10505,CE.bidprice,1367.55,FALSE
10506,CE.askQty,2400,FALSE
10507,CE.askPrice,2616.35,FALSE
10508,CE.underlyingValue,34415.45,FALSE
10509,PE.strikePrice,32900,FALSE
10510,PE.expiryDate,18-Aug-21,FALSE
10511,PE.underlying,BANKNIFTY,FALSE
10512,PE.identifier,OPTIDXBANKNIFTY18-08-2021PE32900.00,FALSE
10513,PE.openInterest,0,FALSE
10514,PE.changeinOpenInterest,0,FALSE
10515,PE.pchangeinOpenInterest,0,FALSE
10516,PE.totalTradedVolume,0,FALSE
10517,PE.impliedVolatility,0,FALSE
10518,PE.lastPrice,0,FALSE
10519,PE.change,0,FALSE
10520,PE.pChange,0,TRUE
10521,PE.totalBuyQuantity,0,FALSE
10522,PE.totalSellQuantity,4800,FALSE
10523,PE.bidQty,0,FALSE
10524,PE.bidprice,0,FALSE
10525,PE.askQty,2400,FALSE
10526,PE.askPrice,452.55,FALSE
10527,PE.underlyingValue,34415.45,FALSE
10528,strikePrice,33000,FALSE
10529,expiryDate,30-Sep-21,FALSE
10530,CE.strikePrice,33000,FALSE
10531,CE.expiryDate,30-Sep-21,FALSE
10532,CE.underlying,BANKNIFTY,FALSE
10533,CE.identifier,OPTIDXBANKNIFTY30-09-2021CE33000.00,FALSE
10534,CE.openInterest,0,FALSE
10535,CE.changeinOpenInterest,0,FALSE
10536,CE.pchangeinOpenInterest,0,FALSE
10537,CE.totalTradedVolume,0,FALSE
10538,CE.impliedVolatility,0,FALSE
10539,CE.lastPrice,0,FALSE
10540,CE.change,0,FALSE
10541,CE.pChange,0,FALSE
10542,CE.totalBuyQuantity,0,FALSE
10543,CE.totalSellQuantity,2400,FALSE
10544,CE.bidQty,0,FALSE
10545,CE.bidprice,0,FALSE
10546,CE.askQty,2400,FALSE
10547,CE.askPrice,2511.3,FALSE
10548,CE.underlyingValue,34415.45,FALSE
10549,PE.strikePrice,33000,FALSE
10550,PE.expiryDate,30-Sep-21,FALSE
10551,PE.underlying,BANKNIFTY,FALSE
10552,PE.identifier,OPTIDXBANKNIFTY30-09-2021PE33000.00,FALSE
10553,PE.openInterest,760,FALSE
10554,PE.changeinOpenInterest,214,FALSE
10555,PE.pchangeinOpenInterest,39.19413919,FALSE
10556,PE.totalTradedVolume,836,FALSE
10557,PE.impliedVolatility,21.94,FALSE
10558,PE.lastPrice,518.7,FALSE
10559,PE.change,251.9,FALSE
10560,PE.pChange,94.41529235,TRUE
10561,PE.totalBuyQuantity,3425,FALSE
10562,PE.totalSellQuantity,1525,FALSE
10563,PE.bidQty,25,FALSE
10564,PE.bidprice,482.8,FALSE
10565,PE.askQty,50,FALSE
10566,PE.askPrice,497.65,FALSE
10567,PE.underlyingValue,34415.45,FALSE
10568,strikePrice,33000,FALSE
10569,expiryDate,12-Aug-21,FALSE
10570,CE.strikePrice,33000,FALSE
10571,CE.expiryDate,12-Aug-21,FALSE
10572,CE.underlying,BANKNIFTY,FALSE
10573,CE.identifier,OPTIDXBANKNIFTY12-08-2021CE33000.00,FALSE
10574,CE.openInterest,0,FALSE
10575,CE.changeinOpenInterest,0,FALSE
10576,CE.pchangeinOpenInterest,0,FALSE
10577,CE.totalTradedVolume,0,FALSE
10578,CE.impliedVolatility,0,FALSE
10579,CE.lastPrice,0,FALSE
10580,CE.change,0,FALSE
10581,CE.pChange,0,FALSE
10582,CE.totalBuyQuantity,2400,FALSE
10583,CE.totalSellQuantity,2400,FALSE
10584,CE.bidQty,2400,FALSE
10585,CE.bidprice,1295.95,FALSE
10586,CE.askQty,2400,FALSE
10587,CE.askPrice,2232.55,FALSE
10588,CE.underlyingValue,34415.45,FALSE
10589,PE.strikePrice,33000,FALSE
10590,PE.expiryDate,12-Aug-21,FALSE
10591,PE.underlying,BANKNIFTY,FALSE
10592,PE.identifier,OPTIDXBANKNIFTY12-08-2021PE33000.00,FALSE
10593,PE.openInterest,0,FALSE
10594,PE.changeinOpenInterest,0,FALSE
10595,PE.pchangeinOpenInterest,0,FALSE
10596,PE.totalTradedVolume,0,FALSE
10597,PE.impliedVolatility,0,FALSE
10598,PE.lastPrice,0,FALSE
10599,PE.change,0,FALSE
10600,PE.pChange,0,TRUE
10601,PE.totalBuyQuantity,2200,FALSE
10602,PE.totalSellQuantity,5025,FALSE
10603,PE.bidQty,200,FALSE
10604,PE.bidprice,1.1,FALSE
10605,PE.askQty,25,FALSE
10606,PE.askPrice,393.55,FALSE
10607,PE.underlyingValue,34415.45,FALSE
10608,strikePrice,33000,FALSE
10609,expiryDate,02-Sep-21,FALSE
10610,CE.strikePrice,33000,FALSE
10611,CE.expiryDate,02-Sep-21,FALSE
10612,CE.underlying,BANKNIFTY,FALSE
10613,CE.identifier,OPTIDXBANKNIFTY02-09-2021CE33000.00,FALSE
10614,CE.openInterest,0,FALSE
10615,CE.changeinOpenInterest,0,FALSE
10616,CE.pchangeinOpenInterest,0,FALSE
10617,CE.totalTradedVolume,0,FALSE
10618,CE.impliedVolatility,0,FALSE
10619,CE.lastPrice,0,FALSE
10620,CE.change,0,FALSE
10621,CE.pChange,0,FALSE
10622,CE.totalBuyQuantity,0,FALSE
10623,CE.totalSellQuantity,2400,FALSE
10624,CE.bidQty,0,FALSE
10625,CE.bidprice,0,FALSE
10626,CE.askQty,2400,FALSE
10627,CE.askPrice,3451.9,FALSE
10628,CE.underlyingValue,34415.45,FALSE
10629,PE.strikePrice,33000,FALSE
10630,PE.expiryDate,02-Sep-21,FALSE
10631,PE.underlying,BANKNIFTY,FALSE
10632,PE.identifier,OPTIDXBANKNIFTY02-09-2021PE33000.00,FALSE
10633,PE.openInterest,1,FALSE
10634,PE.changeinOpenInterest,0,FALSE
10635,PE.pchangeinOpenInterest,0,FALSE
10636,PE.totalTradedVolume,0,FALSE
10637,PE.impliedVolatility,0,FALSE
10638,PE.lastPrice,1283.85,FALSE
10639,PE.change,0,FALSE
10640,PE.pChange,0,TRUE
10641,PE.totalBuyQuantity,0,FALSE
10642,PE.totalSellQuantity,2450,FALSE
10643,PE.bidQty,0,FALSE
10644,PE.bidprice,0,FALSE
10645,PE.askQty,2400,FALSE
10646,PE.askPrice,1283.65,FALSE
10647,PE.underlyingValue,34415.45,FALSE
10648,strikePrice,33000,FALSE
10649,expiryDate,09-Sep-21,FALSE
10650,CE.strikePrice,33000,FALSE
10651,CE.expiryDate,09-Sep-21,FALSE
10652,CE.underlying,BANKNIFTY,FALSE
10653,CE.identifier,OPTIDXBANKNIFTY09-09-2021CE33000.00,FALSE
10654,CE.openInterest,0,FALSE
10655,CE.changeinOpenInterest,0,FALSE
10656,CE.pchangeinOpenInterest,0,FALSE
10657,CE.totalTradedVolume,0,FALSE
10658,CE.impliedVolatility,0,FALSE
10659,CE.lastPrice,0,FALSE
10660,CE.change,0,FALSE
10661,CE.pChange,0,FALSE
10662,CE.totalBuyQuantity,0,FALSE
10663,CE.totalSellQuantity,2400,FALSE
10664,CE.bidQty,0,FALSE
10665,CE.bidprice,0,FALSE
10666,CE.askQty,2400,FALSE
10667,CE.askPrice,2577.4,FALSE
10668,CE.underlyingValue,34415.45,FALSE
10669,PE.strikePrice,33000,FALSE
10670,PE.expiryDate,09-Sep-21,FALSE
10671,PE.underlying,BANKNIFTY,FALSE
10672,PE.identifier,OPTIDXBANKNIFTY09-09-2021PE33000.00,FALSE
10673,PE.openInterest,0,FALSE
10674,PE.changeinOpenInterest,0,FALSE
10675,PE.pchangeinOpenInterest,0,FALSE
10676,PE.totalTradedVolume,0,FALSE
10677,PE.impliedVolatility,0,FALSE
10678,PE.lastPrice,0,FALSE
10679,PE.change,0,FALSE
10680,PE.pChange,0,TRUE
10681,PE.totalBuyQuantity,0,FALSE
10682,PE.totalSellQuantity,2400,FALSE
10683,PE.bidQty,0,FALSE
10684,PE.bidprice,0,FALSE
10685,PE.askQty,2400,FALSE
10686,PE.askPrice,693.15,FALSE
10687,PE.underlyingValue,34415.45,FALSE
10688,strikePrice,33000,FALSE
10689,expiryDate,16-Sep-21,FALSE
10690,CE.strikePrice,33000,FALSE
10691,CE.expiryDate,16-Sep-21,FALSE
10692,CE.underlying,BANKNIFTY,FALSE
10693,CE.identifier,OPTIDXBANKNIFTY16-09-2021CE33000.00,FALSE
10694,CE.openInterest,0,FALSE
10695,CE.changeinOpenInterest,0,FALSE
10696,CE.pchangeinOpenInterest,0,FALSE
10697,CE.totalTradedVolume,0,FALSE
10698,CE.impliedVolatility,0,FALSE
10699,CE.lastPrice,0,FALSE
10700,CE.change,0,FALSE
10701,CE.pChange,0,FALSE
10702,CE.totalBuyQuantity,0,FALSE
10703,CE.totalSellQuantity,2400,FALSE
10704,CE.bidQty,0,FALSE
10705,CE.bidprice,0,FALSE
10706,CE.askQty,2400,FALSE
10707,CE.askPrice,2594.35,FALSE
10708,CE.underlyingValue,34415.45,FALSE
10709,PE.strikePrice,33000,FALSE
10710,PE.expiryDate,16-Sep-21,FALSE
10711,PE.underlying,BANKNIFTY,FALSE
10712,PE.identifier,OPTIDXBANKNIFTY16-09-2021PE33000.00,FALSE
10713,PE.openInterest,0,FALSE
10714,PE.changeinOpenInterest,0,FALSE
10715,PE.pchangeinOpenInterest,0,FALSE
10716,PE.totalTradedVolume,0,FALSE
10717,PE.impliedVolatility,0,FALSE
10718,PE.lastPrice,0,FALSE
10719,PE.change,0,FALSE
10720,PE.pChange,0,TRUE
10721,PE.totalBuyQuantity,0,FALSE
10722,PE.totalSellQuantity,2400,FALSE
10723,PE.bidQty,0,FALSE
10724,PE.bidprice,0,FALSE
10725,PE.askQty,2400,FALSE
10726,PE.askPrice,671.65,FALSE
10727,PE.underlyingValue,34415.45,FALSE
10728,strikePrice,33000,FALSE
10729,expiryDate,26-Aug-21,FALSE
10730,CE.strikePrice,33000,FALSE
10731,CE.expiryDate,26-Aug-21,FALSE
10732,CE.underlying,BANKNIFTY,FALSE
10733,CE.identifier,OPTIDXBANKNIFTY26-08-2021CE33000.00,FALSE
10734,CE.openInterest,123,FALSE
10735,CE.changeinOpenInterest,51,FALSE
10736,CE.pchangeinOpenInterest,70.83333333,FALSE
10737,CE.totalTradedVolume,135,FALSE
10738,CE.impliedVolatility,19.12,FALSE
10739,CE.lastPrice,1970,FALSE
10740,CE.change,-467.3,FALSE
10741,CE.pChange,-19.17285521,FALSE
10742,CE.totalBuyQuantity,8800,FALSE
10743,CE.totalSellQuantity,4350,FALSE
10744,CE.bidQty,25,FALSE
10745,CE.bidprice,1938.1,FALSE
10746,CE.askQty,25,FALSE
10747,CE.askPrice,1990.3,FALSE
10748,CE.underlyingValue,34415.45,FALSE
10749,PE.strikePrice,33000,FALSE
10750,PE.expiryDate,26-Aug-21,FALSE
10751,PE.underlying,BANKNIFTY,FALSE
10752,PE.identifier,OPTIDXBANKNIFTY26-08-2021PE33000.00,FALSE
10753,PE.openInterest,4828,FALSE
10754,PE.changeinOpenInterest,1083,FALSE
10755,PE.pchangeinOpenInterest,28.91855808,FALSE
10756,PE.totalTradedVolume,8239,FALSE
10757,PE.impliedVolatility,22.67,FALSE
10758,PE.lastPrice,332.65,FALSE
10759,PE.change,190.95,FALSE
10760,PE.pChange,134.7565279,TRUE
10761,PE.totalBuyQuantity,6850,FALSE
10762,PE.totalSellQuantity,2925,FALSE
10763,PE.bidQty,25,FALSE
10764,PE.bidprice,327.95,FALSE
10765,PE.askQty,25,FALSE
10766,PE.askPrice,332.65,FALSE
10767,PE.underlyingValue,34415.45,FALSE
10768,strikePrice,33000,FALSE
10769,expiryDate,30-Dec-21,FALSE
10770,PE.strikePrice,33000,FALSE
10771,PE.expiryDate,30-Dec-21,FALSE
10772,PE.underlying,BANKNIFTY,FALSE
10773,PE.identifier,OPTIDXBANKNIFTY30-12-2021PE33000.00,FALSE
10774,PE.openInterest,0,FALSE
10775,PE.changeinOpenInterest,0,FALSE
10776,PE.pchangeinOpenInterest,0,FALSE
10777,PE.totalTradedVolume,0,FALSE
10778,PE.impliedVolatility,0,FALSE
10779,PE.lastPrice,0,FALSE
10780,PE.change,0,FALSE
10781,PE.pChange,0,FALSE
10782,PE.totalBuyQuantity,0,FALSE
10783,PE.totalSellQuantity,0,FALSE
10784,PE.bidQty,0,FALSE
10785,PE.bidprice,0,FALSE
10786,PE.askQty,0,FALSE
10787,PE.askPrice,0,FALSE
10788,PE.underlyingValue,34415.45,FALSE
10789,strikePrice,33000,FALSE
10790,expiryDate,05-Aug-21,FALSE
10791,CE.strikePrice,33000,FALSE
10792,CE.expiryDate,05-Aug-21,FALSE
10793,CE.underlying,BANKNIFTY,FALSE
10794,CE.identifier,OPTIDXBANKNIFTY05-08-2021CE33000.00,FALSE
10795,CE.openInterest,0,FALSE
10796,CE.changeinOpenInterest,0,FALSE
10797,CE.pchangeinOpenInterest,0,FALSE
10798,CE.totalTradedVolume,0,FALSE
10799,CE.impliedVolatility,0,FALSE
10800,CE.lastPrice,0,TRUE
10801,CE.change,0,FALSE
10802,CE.pChange,0,FALSE
10803,CE.totalBuyQuantity,4900,FALSE
10804,CE.totalSellQuantity,2900,FALSE
10805,CE.bidQty,500,FALSE
10806,CE.bidprice,1320,FALSE
10807,CE.askQty,500,FALSE
10808,CE.askPrice,2361.75,FALSE
10809,CE.underlyingValue,34415.45,FALSE
10810,PE.strikePrice,33000,FALSE
10811,PE.expiryDate,05-Aug-21,FALSE
10812,PE.underlying,BANKNIFTY,FALSE
10813,PE.identifier,OPTIDXBANKNIFTY05-08-2021PE33000.00,FALSE
10814,PE.openInterest,0,FALSE
10815,PE.changeinOpenInterest,0,FALSE
10816,PE.pchangeinOpenInterest,0,FALSE
10817,PE.totalTradedVolume,0,FALSE
10818,PE.impliedVolatility,0,FALSE
10819,PE.lastPrice,0,FALSE
10820,PE.change,0,FALSE
10821,PE.pChange,0,FALSE
10822,PE.totalBuyQuantity,4675,FALSE
10823,PE.totalSellQuantity,3125,FALSE
10824,PE.bidQty,25,FALSE
10825,PE.bidprice,80,FALSE
10826,PE.askQty,25,FALSE
10827,PE.askPrice,150,FALSE
10828,PE.underlyingValue,34415.45,FALSE
10829,strikePrice,33000,FALSE
10830,expiryDate,18-Aug-21,FALSE
10831,PE.strikePrice,33000,FALSE
10832,PE.expiryDate,18-Aug-21,FALSE
10833,PE.underlying,BANKNIFTY,FALSE
10834,PE.identifier,OPTIDXBANKNIFTY18-08-2021PE33000.00,FALSE
10835,PE.openInterest,0,FALSE
10836,PE.changeinOpenInterest,0,FALSE
10837,PE.pchangeinOpenInterest,0,FALSE
10838,PE.totalTradedVolume,0,FALSE
10839,PE.impliedVolatility,0,FALSE
10840,PE.lastPrice,0,TRUE
10841,PE.change,0,FALSE
10842,PE.pChange,0,FALSE
10843,PE.totalBuyQuantity,2000,FALSE
10844,PE.totalSellQuantity,4800,FALSE
10845,PE.bidQty,2000,FALSE
10846,PE.bidprice,2.15,FALSE
10847,PE.askQty,2400,FALSE
10848,PE.askPrice,677.2,FALSE
10849,PE.underlyingValue,34415.45,FALSE
10850,CE.strikePrice,33000,FALSE
10851,CE.expiryDate,18-Aug-21,FALSE
10852,CE.underlying,BANKNIFTY,FALSE
10853,CE.identifier,OPTIDXBANKNIFTY18-08-2021CE33000.00,FALSE
10854,CE.openInterest,0,FALSE
10855,CE.changeinOpenInterest,0,FALSE
10856,CE.pchangeinOpenInterest,0,FALSE
10857,CE.totalTradedVolume,0,FALSE
10858,CE.impliedVolatility,0,FALSE
10859,CE.lastPrice,0,FALSE
10860,CE.change,0,FALSE
10861,CE.pChange,0,FALSE
10862,CE.totalBuyQuantity,2400,FALSE
10863,CE.totalSellQuantity,2400,FALSE
10864,CE.bidQty,2400,FALSE
10865,CE.bidprice,1241.5,FALSE
10866,CE.askQty,2400,FALSE
10867,CE.askPrice,2617.35,FALSE
10868,CE.underlyingValue,34415.45,FALSE
10869,strikePrice,33000,FALSE
10870,expiryDate,22-Jul-21,FALSE
10871,CE.strikePrice,33000,FALSE
10872,CE.expiryDate,22-Jul-21,FALSE
10873,CE.underlying,BANKNIFTY,FALSE
10874,CE.identifier,OPTIDXBANKNIFTY22-07-2021CE33000.00,FALSE
10875,CE.openInterest,89,FALSE
10876,CE.changeinOpenInterest,51,FALSE
10877,CE.pchangeinOpenInterest,134.2105263,FALSE
10878,CE.totalTradedVolume,220,FALSE
10879,CE.impliedVolatility,36.78,FALSE
10880,CE.lastPrice,1456.8,TRUE
10881,CE.change,-594.75,FALSE
10882,CE.pChange,-28.99027565,FALSE
10883,CE.totalBuyQuantity,19450,FALSE
10884,CE.totalSellQuantity,11925,FALSE
10885,CE.bidQty,400,FALSE
10886,CE.bidprice,1442.9,FALSE
10887,CE.askQty,100,FALSE
10888,CE.askPrice,1459.55,FALSE
10889,CE.underlyingValue,34415.45,FALSE
10890,PE.strikePrice,33000,FALSE
10891,PE.expiryDate,22-Jul-21,FALSE
10892,PE.underlying,BANKNIFTY,FALSE
10893,PE.identifier,OPTIDXBANKNIFTY22-07-2021PE33000.00,FALSE
10894,PE.openInterest,26334,FALSE
10895,PE.changeinOpenInterest,4822,FALSE
10896,PE.pchangeinOpenInterest,22.41539606,FALSE
10897,PE.totalTradedVolume,472045,FALSE
10898,PE.impliedVolatility,27.67,FALSE
10899,PE.lastPrice,4.75,FALSE
10900,PE.change,-0.85,FALSE
10901,PE.pChange,-15.17857143,FALSE
10902,PE.totalBuyQuantity,142325,FALSE
10903,PE.totalSellQuantity,18350,FALSE
10904,PE.bidQty,625,FALSE
10905,PE.bidprice,4.2,FALSE
10906,PE.askQty,650,FALSE
10907,PE.askPrice,5.1,FALSE
10908,PE.underlyingValue,34415.45,FALSE
10909,strikePrice,33000,FALSE
10910,expiryDate,29-Jul-21,FALSE
10911,CE.strikePrice,33000,FALSE
10912,CE.expiryDate,29-Jul-21,FALSE
10913,CE.underlying,BANKNIFTY,FALSE
10914,CE.identifier,OPTIDXBANKNIFTY29-07-2021CE33000.00,FALSE
10915,CE.openInterest,847,FALSE
10916,CE.changeinOpenInterest,201,FALSE
10917,CE.pchangeinOpenInterest,31.11455108,FALSE
10918,CE.totalTradedVolume,692,FALSE
10919,CE.impliedVolatility,25.3,FALSE
10920,CE.lastPrice,1585,TRUE
10921,CE.change,-627.95,FALSE
10922,CE.pChange,-28.37614948,FALSE
10923,CE.totalBuyQuantity,17500,FALSE
10924,CE.totalSellQuantity,8200,FALSE
10925,CE.bidQty,25,FALSE
10926,CE.bidprice,1568.55,FALSE
10927,CE.askQty,125,FALSE
10928,CE.askPrice,1586.9,FALSE
10929,CE.underlyingValue,34415.45,FALSE
10930,PE.strikePrice,33000,FALSE
10931,PE.expiryDate,29-Jul-21,FALSE
10932,PE.underlying,BANKNIFTY,FALSE
10933,PE.identifier,OPTIDXBANKNIFTY29-07-2021PE33000.00,FALSE
10934,PE.openInterest,13253,FALSE
10935,PE.changeinOpenInterest,226,FALSE
10936,PE.pchangeinOpenInterest,1.734858371,FALSE
10937,PE.totalTradedVolume,59252,FALSE
10938,PE.impliedVolatility,24.74,FALSE
10939,PE.lastPrice,82.05,FALSE
10940,PE.change,52.75,FALSE
10941,PE.pChange,180.0341297,FALSE
10942,PE.totalBuyQuantity,37875,FALSE
10943,PE.totalSellQuantity,9800,FALSE
10944,PE.bidQty,175,FALSE
10945,PE.bidprice,81,FALSE
10946,PE.askQty,50,FALSE
10947,PE.askPrice,82,FALSE
10948,PE.underlyingValue,34415.45,FALSE
10949,strikePrice,33100,FALSE
10950,expiryDate,12-Aug-21,FALSE
10951,PE.strikePrice,33100,FALSE
10952,PE.expiryDate,12-Aug-21,FALSE
10953,PE.underlying,BANKNIFTY,FALSE
10954,PE.identifier,OPTIDXBANKNIFTY12-08-2021PE33100.00,FALSE
10955,PE.openInterest,0,FALSE
10956,PE.changeinOpenInterest,0,FALSE
10957,PE.pchangeinOpenInterest,0,FALSE
10958,PE.totalTradedVolume,0,FALSE
10959,PE.impliedVolatility,0,FALSE
10960,PE.lastPrice,0,TRUE
10961,PE.change,0,FALSE
10962,PE.pChange,0,FALSE
10963,PE.totalBuyQuantity,0,FALSE
10964,PE.totalSellQuantity,2400,FALSE
10965,PE.bidQty,0,FALSE
10966,PE.bidprice,0,FALSE
10967,PE.askQty,2400,FALSE
10968,PE.askPrice,568.1,FALSE
10969,PE.underlyingValue,34415.45,FALSE
10970,CE.strikePrice,33100,FALSE
10971,CE.expiryDate,12-Aug-21,FALSE
10972,CE.underlying,BANKNIFTY,FALSE
10973,CE.identifier,OPTIDXBANKNIFTY12-08-2021CE33100.00,FALSE
10974,CE.openInterest,0,FALSE
10975,CE.changeinOpenInterest,0,FALSE
10976,CE.pchangeinOpenInterest,0,FALSE
10977,CE.totalTradedVolume,0,FALSE
10978,CE.impliedVolatility,0,FALSE
10979,CE.lastPrice,0,FALSE
10980,CE.change,0,FALSE
10981,CE.pChange,0,FALSE
10982,CE.totalBuyQuantity,2400,FALSE
10983,CE.totalSellQuantity,2400,FALSE
10984,CE.bidQty,2400,FALSE
10985,CE.bidprice,1172.75,FALSE
10986,CE.askQty,2400,FALSE
10987,CE.askPrice,2588.65,FALSE
10988,CE.underlyingValue,34415.45,FALSE
10989,strikePrice,33100,FALSE
10990,expiryDate,18-Aug-21,FALSE
10991,CE.strikePrice,33100,FALSE
10992,CE.expiryDate,18-Aug-21,FALSE
10993,CE.underlying,BANKNIFTY,FALSE
10994,CE.identifier,OPTIDXBANKNIFTY18-08-2021CE33100.00,FALSE
10995,CE.openInterest,0,FALSE
10996,CE.changeinOpenInterest,0,FALSE
10997,CE.pchangeinOpenInterest,0,FALSE
10998,CE.totalTradedVolume,0,FALSE
10999,CE.impliedVolatility,0,FALSE
11000,CE.lastPrice,0,TRUE
11001,CE.change,0,FALSE
11002,CE.pChange,0,FALSE
11003,CE.totalBuyQuantity,2400,FALSE
11004,CE.totalSellQuantity,2400,FALSE
11005,CE.bidQty,2400,FALSE
11006,CE.bidprice,1187.1,FALSE
11007,CE.askQty,2400,FALSE
11008,CE.askPrice,2402.15,FALSE
11009,CE.underlyingValue,34415.45,FALSE
11010,PE.strikePrice,33100,FALSE
11011,PE.expiryDate,18-Aug-21,FALSE
11012,PE.underlying,BANKNIFTY,FALSE
11013,PE.identifier,OPTIDXBANKNIFTY18-08-2021PE33100.00,FALSE
11014,PE.openInterest,0,FALSE
11015,PE.changeinOpenInterest,0,FALSE
11016,PE.pchangeinOpenInterest,0,FALSE
11017,PE.totalTradedVolume,0,FALSE
11018,PE.impliedVolatility,0,FALSE
11019,PE.lastPrice,0,FALSE
11020,PE.change,0,FALSE
11021,PE.pChange,0,FALSE
11022,PE.totalBuyQuantity,0,FALSE
11023,PE.totalSellQuantity,2400,FALSE
11024,PE.bidQty,0,FALSE
11025,PE.bidprice,0,FALSE
11026,PE.askQty,2400,FALSE
11027,PE.askPrice,562.15,FALSE
11028,PE.underlyingValue,34415.45,FALSE
11029,strikePrice,33100,FALSE
11030,expiryDate,26-Aug-21,FALSE
11031,PE.strikePrice,33100,FALSE
11032,PE.expiryDate,26-Aug-21,FALSE
11033,PE.underlying,BANKNIFTY,FALSE
