"","date","open","high","low","close","volume","Name","pivot_point","support_1","resistance_1","support_2","resistance_2","resistance_3","support_3","price_difference","R1","R2","R3","R4","R5","S1","S2","S3","S4","S5","ema","rsi"
"11","2006-01-17 00:00:00+05:30",4556.35,4604.6,4491.89,4504.05,0,"NIFTY BANK",4569.29666666667,4522.64,4604.79,4487.15,4651.45,4733.6,4405,82.1499999999996,4588.68,4600.68,4610.37,4620.07,4651.45,4549.91,4537.92,4528.22,4518.53,4487.15,4622.43518181818,44.4831959416614
"12","2006-01-18 00:00:00+05:30",4442.8,4493.55,4385.64,4441.75,0,"NIFTY BANK",4533.51333333333,4462.43,4575.14,4420.8,4646.22,4758.93,4308.09,112.71,4560.11,4576.57,4589.87,4603.17,4646.22,4506.91,4490.46,4477.16,4463.86,4420.8,4589.58333057851,38.8053432768547
"13","2006-01-19 00:00:00+05:30",4447.64,4513.6,4447.64,4489,0,"NIFTY BANK",4440.31333333333,4387.08,4494.99,4332.4,4548.22,4656.13,4224.49,107.91,4465.78,4481.53,4494.27,4507,4548.22,4414.85,4399.09,4386.36,4373.62,4332.4,4571.29545229151,44.7483305277567
"14","2006-01-20 00:00:00+05:30",4550.8,4553.8,4490.89,4509.39,0,"NIFTY BANK",4483.41333333333,4453.23,4519.19,4417.45,4549.37,4615.33,4351.49,65.96,4498.98,4508.61,4516.39,4524.18,4549.37,4467.85,4458.22,4450.43,4442.65,4417.45,4560.03991551124,47.20667757877
"15","2006-01-23 00:00:00+05:30",4510.85,4529.35,4462.14,4491.7,0,"NIFTY BANK",4518.02666666667,4482.25,4545.16,4455.12,4580.94,4643.85,4392.21,62.9099999999999,4532.87,4542.06,4549.48,4556.91,4580.94,4503.18,4494,4486.57,4479.15,4455.12,4547.61447632737,45.2652087871533
"16","2006-01-24 00:00:00+05:30",4494.85,4546.35,4484.2,4492.3,0,"NIFTY BANK",4494.39666666667,4459.44,4526.65,4427.19,4561.61,4628.82,4359.98,67.21,4510.26,4520.07,4528,4535.93,4561.61,4478.54,4468.72,4460.79,4452.86,4427.19,4537.55729881331,45.3499117795664
"17","2006-01-25 00:00:00+05:30",4493.2,4577.05,4477.3,4494.95,0,"NIFTY BANK",4507.61666666667,4468.88,4531.03,4445.47,4569.77,4631.92,4383.32,62.1500000000005,4522.28,4531.36,4538.69,4546.03,4569.77,4492.95,4483.88,4476.54,4469.21,4445.47,4529.81051721089,45.761812517273
"18","2006-01-27 00:00:00+05:30",4564.05,4676.6,4564,4666.89,0,"NIFTY BANK",4516.43333333333,4455.82,4555.57,4416.68,4616.18,4715.93,4316.93,99.75,4539.97,4554.54,4566.31,4578.08,4616.18,4492.89,4478.33,4466.56,4454.79,4416.68,4554.73405953618,64.8571466367906
"19","2006-01-30 00:00:00+05:30",4574.05,4668.39,4566.3,4601.8,0,"NIFTY BANK",4635.83,4595.06,4707.66,4523.23,4748.43,4861.03,4410.63,112.6,4662.4,4678.84,4692.13,4705.42,4748.43,4609.26,4592.82,4579.53,4566.24,4523.23,4563.29150325687,56.4914912083305
"20","2006-01-31 00:00:00+05:30",4629.05,4632.05,4595.45,4617.6,0,"NIFTY BANK",4612.16333333333,4555.94,4658.03,4510.07,4714.25,4816.34,4407.98,102.09,4636.26,4651.16,4663.21,4675.25,4714.25,4588.07,4573.16,4561.12,4549.07,4510.07,4573.16577539199,57.9542233980605
