date,open,high,low,close,volume,Name
2014-02-07T00:00:00+0530,6077.65,6079.95,6030.9,6063.2,0,Nifty
2014-02-10T00:00:00+0530,6072.8,6083.05,6046.4,6053.45,0,Nifty
2014-02-11T00:00:00+0530,6072.45,6081.85,6053.25,6062.7,0,Nifty
2014-02-12T00:00:00+0530,6085.35,6106.6,6077.4,6084,0,Nifty
2014-02-13T00:00:00+0530,6087.55,6094.4,5991.1,6001.1,0,Nifty
2014-02-14T00:00:00+0530,6023.75,6056.4,5984.6,6048.35,0,Nifty
2014-02-17T00:00:00+0530,6057.1,6080.65,6038.3,6073.3,0,Nifty
2014-02-18T00:00:00+0530,6071.3,6141.7,6066.8,6127.1,0,Nifty
2014-02-19T00:00:00+0530,6132.05,6160.35,6125.75,6152.75,0,Nifty
2014-02-20T00:00:00+0530,6127.15,6129.1,6086.45,6091.45,0,Nifty
2014-02-21T00:00:00+0530,6108.3,6159.65,6108,6155.45,0,Nifty
2014-02-24T00:00:00+0530,6140.95,6191.85,6130.8,6186.1,0,Nifty
2014-02-25T00:00:00+0530,6205.7,6216.85,6176.6,6200.05,0,Nifty
2014-02-26T00:00:00+0530,6202.45,6245.95,6202.1,6238.8,0,Nifty
2014-02-28T00:00:00+0530,6228.45,6282.7,6228.1,6276.95,0,Nifty
2014-03-03T00:00:00+0530,6264.35,6277.75,6212.25,6221.45,0,Nifty
2014-03-04T00:00:00+0530,6216.75,6302.15,6215.7,6297.95,0,Nifty
2014-03-05T00:00:00+0530,6328.45,6336.25,6287.8,6328.65,0,Nifty
2014-03-06T00:00:00+0530,6344.75,6406.6,6339.7,6401.15,0,Nifty
2014-03-07T00:00:00+0530,6413.95,6537.8,6413.55,6526.65,0,Nifty
2014-03-10T00:00:00+0530,6491.7,6562.2,6487.35,6537.25,0,Nifty
2014-03-11T00:00:00+0530,6537.35,6562.85,6494.25,6511.9,0,Nifty
2014-03-12T00:00:00+0530,6497.5,6546.15,6487.3,6516.9,0,Nifty
2014-03-13T00:00:00+0530,6491.75,6561.45,6476.65,6493.1,0,Nifty
2014-03-14T00:00:00+0530,6447.25,6518.45,6432.7,6504.2,0,Nifty
2014-03-18T00:00:00+0530,6532.45,6574.95,6497.65,6516.65,0,Nifty
2014-03-19T00:00:00+0530,6530,6541.2,6506,6524.05,0,Nifty
2014-03-20T00:00:00+0530,6508.35,6523.65,6473.25,6483.1,0,Nifty
2014-03-21T00:00:00+0530,6515.2,6522.9,6485.7,6493.2,0,Nifty
2014-03-22T00:00:00+0530,6497.8,6502.65,6481.35,6494.9,0,Nifty
2014-03-24T00:00:00+0530,6510.5,6591.5,6510.5,6583.5,0,Nifty
2014-03-25T00:00:00+0530,6550.1,6595.55,6544.85,6589.75,0,Nifty
2014-03-26T00:00:00+0530,6615.65,6627.45,6580.6,6601.4,0,Nifty
2014-03-27T00:00:00+0530,6613.1,6673.95,6599.5,6641.75,0,Nifty
2014-03-28T00:00:00+0530,6673.05,6702.6,6643.8,6695.9,0,Nifty
2014-03-31T00:00:00+0530,6723.15,6730.05,6662.4,6704.2,0,Nifty
2014-04-01T00:00:00+0530,6729.5,6732.25,6675.45,6721.05,0,Nifty
2014-04-02T00:00:00+0530,6757.6,6763.5,6723.6,6752.55,0,Nifty
2014-04-03T00:00:00+0530,6772.05,6776.75,6696.9,6736.1,0,Nifty
2014-04-04T00:00:00+0530,6741.85,6741.85,6685.15,6694.35,0,Nifty
2014-04-07T00:00:00+0530,6694.25,6725.15,6650.4,6695.05,0,Nifty
2014-04-09T00:00:00+0530,6722,6808.7,6705.1,6796.2,0,Nifty
2014-04-10T00:00:00+0530,6803.05,6819.05,6777.3,6796.4,0,Nifty
2014-04-11T00:00:00+0530,6758.35,6789.35,6743.15,6776.3,0,Nifty
2014-04-15T00:00:00+0530,6792.7,6813.4,6711.75,6733.1,0,Nifty
2014-04-16T00:00:00+0530,6727.25,6748.65,6665.15,6675.3,0,Nifty
2014-04-17T00:00:00+0530,6695.45,6783.05,6684.4,6779.4,0,Nifty
2014-04-21T00:00:00+0530,6789.25,6825.45,6786.9,6817.65,0,Nifty
2014-04-22T00:00:00+0530,6822.9,6838,6806.25,6815.35,0,Nifty
2014-04-23T00:00:00+0530,6823.25,6861.6,6820.75,6840.8,0,Nifty
2014-04-25T00:00:00+0530,6855.8,6869.85,6772.85,6782.75,0,Nifty
2014-04-28T00:00:00+0530,6778.55,6786.25,6750.3,6761.25,0,Nifty
2014-04-29T00:00:00+0530,6769,6779.7,6708.65,6715.25,0,Nifty
2014-04-30T00:00:00+0530,6724.95,6780.15,6656.8,6696.4,0,Nifty
2014-05-02T00:00:00+0530,6709.95,6737.65,6689.5,6694.8,0,Nifty
2014-05-05T00:00:00+0530,6681.65,6741.05,6680.45,6699.35,0,Nifty
2014-05-06T00:00:00+0530,6719.25,6743.45,6701.9,6715.3,0,Nifty
2014-05-07T00:00:00+0530,6708.6,6718.75,6642.9,6652.55,0,Nifty
2014-05-08T00:00:00+0530,6669.9,6688.4,6638.55,6659.85,0,Nifty
2014-05-09T00:00:00+0530,6654.15,6871.35,6652.15,6858.8,0,Nifty
2014-05-12T00:00:00+0530,6863.4,7020.05,6862.9,7014.25,0,Nifty
2014-05-13T00:00:00+0530,7080,7172.35,7067.15,7108.75,0,Nifty
2014-05-14T00:00:00+0530,7112,7142.25,7080.9,7108.75,0,Nifty
2014-05-15T00:00:00+0530,7111.3,7152.55,7082.55,7123.15,0,Nifty
2014-05-16T00:00:00+0530,7270.2,7563.5,7130.65,7203,0,Nifty
2014-05-19T00:00:00+0530,7276.85,7291.1,7193.55,7263.55,0,Nifty
2014-05-20T00:00:00+0530,7309.95,7353.65,7247.7,7275.5,0,Nifty
2014-05-21T00:00:00+0530,7274.85,7287.15,7206.7,7252.9,0,Nifty
2014-05-22T00:00:00+0530,7289.95,7319.55,7258.15,7276.4,0,Nifty
2014-05-23T00:00:00+0530,7306.5,7381,7293.9,7367.1,0,Nifty
2014-05-26T00:00:00+0530,7428.75,7504,7269.05,7359.05,0,Nifty
2014-05-27T00:00:00+0530,7363.1,7372.95,7274.75,7318,0,Nifty
2014-05-28T00:00:00+0530,7324.95,7344.75,7302.6,7329.65,0,Nifty
2014-05-29T00:00:00+0530,7316.6,7325.4,7224.4,7235.65,0,Nifty
2014-05-30T00:00:00+0530,7254.85,7272.5,7118.45,7229.95,0,Nifty
2014-06-02T00:00:00+0530,7264.05,7368.6,7239.5,7362.5,0,Nifty
2014-06-03T00:00:00+0530,7375.35,7424.95,7342.15,7415.85,0,Nifty
2014-06-04T00:00:00+0530,7417.55,7433.3,7391.35,7402.25,0,Nifty
2014-06-05T00:00:00+0530,7399.75,7484.7,7360.5,7474.1,0,Nifty
2014-06-06T00:00:00+0530,7521.5,7592.7,7497.65,7583.4,0,Nifty
2014-06-09T00:00:00+0530,7621.65,7673.7,7580.25,7654.6,0,Nifty
2014-06-10T00:00:00+0530,7679.05,7683.2,7579.3,7656.4,0,Nifty
2014-06-11T00:00:00+0530,7672.4,7700.05,7589.05,7626.85,0,Nifty
2014-06-12T00:00:00+0530,7641.3,7658,7593.8,7649.9,0,Nifty
2014-06-13T00:00:00+0530,7668.2,7678.5,7525.35,7542.1,0,Nifty
2014-06-16T00:00:00+0530,7534.8,7548.6,7487.55,7533.55,0,Nifty
2014-06-17T00:00:00+0530,7525.05,7637.6,7509.25,7631.7,0,Nifty
2014-06-18T00:00:00+0530,7636.05,7663,7515.5,7558.2,0,Nifty
2014-06-19T00:00:00+0530,7580.05,7606.45,7502.55,7540.7,0,Nifty
2014-06-20T00:00:00+0530,7543.3,7560.55,7497.3,7511.45,0,Nifty
2014-06-23T00:00:00+0530,7514,7534.8,7441.6,7493.35,0,Nifty
2014-06-24T00:00:00+0530,7515.2,7593.35,7515.2,7580.2,0,Nifty
2014-06-25T00:00:00+0530,7588.55,7589.25,7557.05,7569.25,0,Nifty
2014-06-26T00:00:00+0530,7554.1,7570.2,7481.3,7493.2,0,Nifty
2014-06-27T00:00:00+0530,7514.2,7538.75,7482.3,7508.8,0,Nifty
2014-06-30T00:00:00+0530,7534.05,7623.65,7531.6,7611.35,0,Nifty
2014-07-01T00:00:00+0530,7629,7649.5,7618.15,7634.7,0,Nifty
2014-07-02T00:00:00+0530,7683.05,7732.4,7677.3,7725.15,0,Nifty
2014-07-03T00:00:00+0530,7734.35,7754.65,7706.8,7714.8,0,Nifty
2014-07-04T00:00:00+0530,7718.1,7758,7661.3,7751.6,0,Nifty
2014-07-07T00:00:00+0530,7780.4,7792,7755.1,7787.15,0,Nifty
2014-07-08T00:00:00+0530,7804.05,7808.85,7595.9,7623.2,0,Nifty
2014-07-09T00:00:00+0530,7637.95,7650.1,7551.65,7585,0,Nifty
2014-07-10T00:00:00+0530,7589.5,7731.05,7479.05,7567.75,0,Nifty
2014-07-11T00:00:00+0530,7584.1,7625.85,7447.2,7459.6,0,Nifty
2014-07-14T00:00:00+0530,7469,7478.45,7422.15,7454.15,0,Nifty
2014-07-15T00:00:00+0530,7491.3,7534.9,7459.15,7526.65,0,Nifty
2014-07-16T00:00:00+0530,7564.15,7640.1,7532.45,7624.4,0,Nifty
2014-07-17T00:00:00+0530,7612.7,7655.65,7612.7,7640.45,0,Nifty
2014-07-18T00:00:00+0530,7630.25,7685,7595.5,7663.9,0,Nifty
2014-07-21T00:00:00+0530,7701.65,7722.1,7674,7684.2,0,Nifty
2014-07-22T00:00:00+0530,7708.2,7773.85,7704.8,7767.85,0,Nifty
2014-07-23T00:00:00+0530,7794.9,7809.2,7752.9,7795.75,0,Nifty
2014-07-24T00:00:00+0530,7796.25,7835.65,7771.65,7830.6,0,Nifty
2014-07-25T00:00:00+0530,7828.2,7840.95,7748.6,7790.45,0,Nifty
2014-07-28T00:00:00+0530,7792.9,7799.9,7722.65,7748.7,0,Nifty
2014-07-30T00:00:00+0530,7746.2,7798.7,7707.6,7791.4,0,Nifty
2014-07-31T00:00:00+0530,7784.65,7791.85,7711.15,7721.3,0,Nifty
2014-08-01T00:00:00+0530,7662.5,7716.7,7593.9,7602.6,0,Nifty
2014-08-04T00:00:00+0530,7639.55,7694.8,7622.05,7683.65,0,Nifty
2014-08-05T00:00:00+0530,7706.65,7752.45,7638.05,7746.55,0,Nifty
2014-08-06T00:00:00+0530,7726.15,7740.95,7658.95,7672.05,0,Nifty
2014-08-07T00:00:00+0530,7651.15,7708.95,7630.4,7649.25,0,Nifty
2014-08-08T00:00:00+0530,7588.7,7592.45,7540.1,7568.55,0,Nifty
2014-08-11T00:00:00+0530,7619.85,7635.55,7598.6,7625.95,0,Nifty
2014-08-12T00:00:00+0530,7688.8,7735.75,7654.8,7727.05,0,Nifty
2014-08-13T00:00:00+0530,7717.3,7757.1,7695.7,7739.55,0,Nifty
2014-08-14T00:00:00+0530,7756.15,7796.7,7739.1,7791.7,0,Nifty
2014-08-18T00:00:00+0530,7785.25,7880.5,7779.2,7874.25,0,Nifty
2014-08-19T00:00:00+0530,7901,7918.55,7881.15,7897.5,0,Nifty
2014-08-20T00:00:00+0530,7915.8,7922.7,7864.05,7875.3,0,Nifty
2014-08-21T00:00:00+0530,7875.35,7919.65,7855.95,7891.1,0,Nifty
2014-08-22T00:00:00+0530,7904.55,7929.05,7900.05,7913.2,0,Nifty
2014-08-25T00:00:00+0530,7931.75,7968.25,7897.95,7906.3,0,Nifty
2014-08-26T00:00:00+0530,7874.5,7915.45,7862.45,7904.75,0,Nifty
2014-08-27T00:00:00+0530,7933.9,7946.85,7916.55,7936.05,0,Nifty
2014-08-28T00:00:00+0530,7942.25,7967.8,7939.2,7954.35,0,Nifty
2014-09-01T00:00:00+0530,7990.35,8035,7984,8027.7,0,Nifty
2014-09-02T00:00:00+0530,8038.6,8101.95,8036.55,8083.05,0,Nifty
2014-09-03T00:00:00+0530,8110.85,8141.9,8092.25,8114.6,0,Nifty
2014-09-04T00:00:00+0530,8114.2,8114.8,8060.9,8095.95,0,Nifty
2014-09-05T00:00:00+0530,8099.9,8122.7,8049.85,8086.85,0,Nifty
2014-09-08T00:00:00+0530,8132.95,8180.2,8126.15,8173.9,0,Nifty
2014-09-09T00:00:00+0530,8161.9,8174.55,8126.5,8152.95,0,Nifty
2014-09-10T00:00:00+0530,8135.55,8135.75,8082.1,8094.1,0,Nifty
2014-09-11T00:00:00+0530,8115.15,8127.95,8057.3,8085.7,0,Nifty
2014-09-12T00:00:00+0530,8087.05,8114.3,8071.6,8105.5,0,Nifty
2014-09-15T00:00:00+0530,8070.35,8077.3,8030,8042,0,Nifty
2014-09-16T00:00:00+0530,8036.6,8044.9,7925.15,7932.9,0,Nifty
2014-09-17T00:00:00+0530,7971.5,7990.65,7936.95,7975.5,0,Nifty
2014-09-18T00:00:00+0530,7950.65,8120.85,7939.7,8114.75,0,Nifty
2014-09-19T00:00:00+0530,8129.4,8160.9,8105.35,8121.45,0,Nifty
2014-09-22T00:00:00+0530,8084.45,8159.9,8064.8,8146.3,0,Nifty
2014-09-23T00:00:00+0530,8144.4,8159.75,8008.1,8017.55,0,Nifty
2014-09-24T00:00:00+0530,8015.55,8042.05,7950.05,8002.4,0,Nifty
2014-09-25T00:00:00+0530,8003.3,8019.3,7877.35,7911.85,0,Nifty
2014-09-26T00:00:00+0530,7885.85,7993.3,7841.8,7968.85,0,Nifty
2014-09-29T00:00:00+0530,7978.45,7991.75,7934.7,7958.9,0,Nifty
2014-09-30T00:00:00+0530,7948.8,8030.9,7923.85,7964.8,0,Nifty
2014-10-01T00:00:00+0530,7960.5,7977.5,7936.7,7945.55,0,Nifty
2014-10-07T00:00:00+0530,7897.4,7943.05,7842.7,7852.4,0,Nifty
2014-10-08T00:00:00+0530,7828.75,7869.9,7815.75,7842.7,0,Nifty
2014-10-09T00:00:00+0530,7886.5,7972.35,7886.5,7960.55,0,Nifty
2014-10-10T00:00:00+0530,7911,7924.05,7848.45,7859.95,0,Nifty
2014-10-13T00:00:00+0530,7831,7901.15,7796,7884.25,0,Nifty
2014-10-14T00:00:00+0530,7923.25,7928,7825.45,7864,0,Nifty
2014-10-16T00:00:00+0530,7837.3,7893.9,7729.65,7748.2,0,Nifty
2014-10-17T00:00:00+0530,7733.75,7819.2,7723.85,7779.7,0,Nifty
2014-10-20T00:00:00+0530,7896.95,7905.95,7856.95,7879.4,0,Nifty
2014-10-21T00:00:00+0530,7906.15,7936.6,7874.35,7927.75,0,Nifty
2014-10-22T00:00:00+0530,7997.8,8005,7974.55,7995.9,0,Nifty
2014-10-23T00:00:00+0530,8027.7,8031.75,8008.85,8014.55,0,Nifty
2014-10-27T00:00:00+0530,8064.35,8064.4,7985.65,7991.7,0,Nifty
2014-10-28T00:00:00+0530,8002.4,8037.8,7995.05,8027.6,0,Nifty
2014-10-29T00:00:00+0530,8077.05,8097.95,8052.25,8090.45,0,Nifty
2014-10-30T00:00:00+0530,8085.2,8181.55,8085.2,8169.2,0,Nifty
2014-10-31T00:00:00+0530,8200.79,8330.75,8198.04,8322.2,0,Nifty
2014-11-03T00:00:00+0530,8348.15,8350.6,8297.65,8324.15,0,Nifty
2014-11-05T00:00:00+0530,8351.25,8365.54,8323.5,8338.29,0,Nifty
2014-11-07T00:00:00+0530,8331.85,8360.35,8290.25,8337,0,Nifty
2014-11-10T00:00:00+0530,8337.79,8383.04,8304.45,8344.25,0,Nifty
2014-11-11T00:00:00+0530,8354.1,8378.7,8321.85,8362.65,0,Nifty
2014-11-12T00:00:00+0530,8378.9,8415.04,8370.5,8383.29,0,Nifty
2014-11-13T00:00:00+0530,8405.25,8408,8320.35,8357.85,0,Nifty
2014-11-14T00:00:00+0530,8360.7,8400.65,8346.79,8389.9,0,Nifty
2014-11-17T00:00:00+0530,8378.4,8438.1,8349.1,8430.75,0,Nifty
2014-11-18T00:00:00+0530,8441.25,8454.5,8407.25,8425.9,0,Nifty
2014-11-19T00:00:00+0530,8440.65,8455.65,8360.5,8382.29,0,Nifty
2014-11-20T00:00:00+0530,8406.5,8410.85,8353.15,8401.9,0,Nifty
2014-11-21T00:00:00+0530,8408.2,8489.79,8398.6,8477.35,0,Nifty
2014-11-24T00:00:00+0530,8490.95,8534.65,8490.79,8530.15,0,Nifty
2014-11-25T00:00:00+0530,8530.79,8535.35,8429.45,8463.1,0,Nifty
2014-11-26T00:00:00+0530,8450.29,8500.29,8438.65,8475.75,0,Nifty
2014-11-27T00:00:00+0530,8477.79,8506.75,8456.35,8494.2,0,Nifty
2014-11-28T00:00:00+0530,8516.79,8617,8516.25,8588.25,0,Nifty
2014-12-01T00:00:00+0530,8605.1,8623,8545.15,8555.9,0,Nifty
2014-12-02T00:00:00+0530,8535.45,8560.2,8504.65,8524.7,0,Nifty
2014-12-03T00:00:00+0530,8528.7,8546.95,8508.35,8537.65,0,Nifty
2014-12-04T00:00:00+0530,8582.4,8626.95,8526.4,8564.4,0,Nifty
2014-12-05T00:00:00+0530,8584.25,8588.35,8523.9,8538.29,0,Nifty
2014-12-08T00:00:00+0530,8538.65,8546.35,8432.25,8438.25,0,Nifty
2014-12-09T00:00:00+0530,8439.29,8444.5,8330.5,8340.7,0,Nifty
2014-12-10T00:00:00+0530,8318.04,8376.79,8317,8355.65,0,Nifty
2014-12-11T00:00:00+0530,8338.85,8348.29,8272.4,8292.9,0,Nifty
2014-12-12T00:00:00+0530,8302,8321.9,8216.29,8224.1,0,Nifty
